"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Region"
"537374","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2017-03-29 10:11:00","2.71","12583.0","USA","AMER"
"537374","47566","PARTY BUNTING","8","2017-03-29 10:11:00","5.27","12583.0","USA","AMER"
"537374","22632","HAND WARMER RED POLKA DOT","8","2017-03-29 10:11:00","2.22","12583.0","USA","AMER"
"537375","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2017-04-10 08:48:00","2.85","16029.0","USA","AMER"
"537375","20685","DOORMAT RED RETROSPOT","7","2017-04-10 08:48:00","7.5","16029.0","USA","AMER"
"537376","22633","HAND WARMER UNION JACK","6","2017-03-12 16:02:00","1.92","17809.0","Australia","APAC"
"537376","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","2017-03-12 16:02:00","2.87","17809.0","Australia","APAC"
"537377","22752","SET 7 BABUSHKA NESTING BOXES","8","2017-04-06 16:34:00","7.93","14096.0","Canada","AMER"
"537378","71053","WHITE METAL LANTERN","4","2017-04-13 11:17:00","3.62","15291.0","EIRE","EMEA"
"537378","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2017-04-13 11:17:00","3.36","15291.0","EIRE","EMEA"
"537378","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2017-04-13 11:17:00","3.05","15291.0","EIRE","EMEA"
"537379","20685","DOORMAT RED RETROSPOT","6","2017-04-04 09:10:00","7.35","14096.0","Netherlands","EMEA"
"537379","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2017-04-04 09:10:00","3.36","14096.0","Netherlands","EMEA"
"537380","22632","HAND WARMER RED POLKA DOT","11","2017-03-02 13:13:00","2.19","15291.0","Canada","AMER"
"537380","84406B","CREAM CUPID HEARTS COAT HANGER","10","2017-03-02 13:13:00","2.94","15291.0","Canada","AMER"
"537380","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2017-03-02 13:13:00","3.34","15291.0","Canada","AMER"
"537381","22633","HAND WARMER UNION JACK","10","2017-04-23 15:50:00","2.29","13777.0","Netherlands","EMEA"
"537381","71053","WHITE METAL LANTERN","3","2017-04-23 15:50:00","3.89","13777.0","Netherlands","EMEA"
"537381","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2017-04-23 15:50:00","3.58","13777.0","Netherlands","EMEA"
"537382","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2017-04-20 12:13:00","3.81","15291.0","Canada","AMER"
"537382","22632","HAND WARMER RED POLKA DOT","3","2017-04-20 12:13:00","1.81","15291.0","Canada","AMER"
"537382","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2017-04-20 12:13:00","2.87","15291.0","Canada","AMER"
"537383","20685","DOORMAT RED RETROSPOT","6","2017-04-22 10:17:00","6.99","12583.0","Canada","AMER"
"537384","85099B","JUMBO BAG RED RETROSPOT","5","2017-03-18 10:15:00","1.62","14606.0","Belgium","EMEA"
"537384","22632","HAND WARMER RED POLKA DOT","8","2017-03-18 10:15:00","2.32","14606.0","Belgium","EMEA"
"537384","84406B","CREAM CUPID HEARTS COAT HANGER","9","2017-03-18 10:15:00","2.71","14606.0","Belgium","EMEA"
"537385","84406B","CREAM CUPID HEARTS COAT HANGER","3","2017-04-10 08:55:00","2.66","17809.0","Australia","APAC"
"537385","47566","PARTY BUNTING","12","2017-04-10 08:55:00","5.29","17809.0","Australia","APAC"
"537386","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2017-03-04 15:53:00","4.66","14096.0","Spain","EMEA"
"537387","22752","SET 7 BABUSHKA NESTING BOXES","7","2017-03-17 10:47:00","7.62","13777.0","France","EMEA"
"537388","71053","WHITE METAL LANTERN","2","2017-04-07 11:13:00","3.44","15311.0","Netherlands","EMEA"
"537388","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2017-04-07 11:13:00","2.79","15311.0","Netherlands","EMEA"
"537388","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2017-04-07 11:13:00","2.88","15311.0","Netherlands","EMEA"
"537389","47566","PARTY BUNTING","4","2017-03-02 15:24:00","5.18","13047.0","USA","AMER"
"537389","85099B","JUMBO BAG RED RETROSPOT","4","2017-03-02 15:24:00","1.78","13047.0","USA","AMER"
"537390","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2017-03-07 14:07:00","4.47","16029.0","France","EMEA"
"537390","22633","HAND WARMER UNION JACK","7","2017-03-07 14:07:00","1.84","16029.0","France","EMEA"
"537390","22633","HAND WARMER UNION JACK","3","2017-03-07 14:07:00","2.17","16029.0","France","EMEA"
"537391","47566","PARTY BUNTING","1","2017-04-14 09:56:00","5.45","15291.0","Netherlands","EMEA"
"537391","22632","HAND WARMER RED POLKA DOT","12","2017-04-14 09:56:00","1.8","15291.0","Netherlands","EMEA"
"537392","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2017-04-20 08:41:00","2.49","17809.0","USA","AMER"
"537392","22632","HAND WARMER RED POLKA DOT","3","2017-04-20 08:41:00","2.01","17809.0","USA","AMER"
"537393","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2017-03-25 12:56:00","2.97","13047.0","EIRE","EMEA"
"537393","22752","SET 7 BABUSHKA NESTING BOXES","6","2017-03-25 12:56:00","8.04","13047.0","EIRE","EMEA"
"537394","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2017-04-26 08:01:00","2.62","14606.0","EIRE","EMEA"
"537394","47566","PARTY BUNTING","5","2017-04-26 08:01:00","5.16","14606.0","EIRE","EMEA"
"537395","85099B","JUMBO BAG RED RETROSPOT","5","2017-04-16 16:37:00","1.93","14606.0","Spain","EMEA"
"537395","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2017-04-16 16:37:00","3.63","14606.0","Spain","EMEA"
"537395","22632","HAND WARMER RED POLKA DOT","9","2017-04-16 16:37:00","2.25","14606.0","Spain","EMEA"
"537396","22632","HAND WARMER RED POLKA DOT","3","2017-03-13 13:27:00","1.89","15311.0","Netherlands","EMEA"
"537396","71053","WHITE METAL LANTERN","2","2017-03-13 13:27:00","3.69","15311.0","Netherlands","EMEA"
"537396","20685","DOORMAT RED RETROSPOT","8","2017-03-13 13:27:00","7.2","15311.0","Netherlands","EMEA"
"537397","85099B","JUMBO BAG RED RETROSPOT","3","2017-03-15 13:13:00","1.99","14096.0","Australia","APAC"
"537397","71053","WHITE METAL LANTERN","6","2017-03-15 13:13:00","3.73","14096.0","Australia","APAC"
"537397","20685","DOORMAT RED RETROSPOT","2","2017-03-15 13:13:00","7.11","14096.0","Australia","APAC"
"537398","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2017-04-16 14:56:00","4.51","14606.0","Australia","APAC"
"537399","84406B","CREAM CUPID HEARTS COAT HANGER","9","2017-04-09 13:26:00","2.92","17809.0","Canada","AMER"
"537399","71053","WHITE METAL LANTERN","5","2017-04-09 13:26:00","3.43","17809.0","Canada","AMER"
"537399","84406B","CREAM CUPID HEARTS COAT HANGER","9","2017-04-09 13:26:00","3.09","17809.0","Canada","AMER"
"537400","20685","DOORMAT RED RETROSPOT","2","2017-04-09 10:44:00","6.99","13047.0","Belgium","EMEA"
"537400","84406B","CREAM CUPID HEARTS COAT HANGER","10","2017-04-09 10:44:00","3.09","13047.0","Belgium","EMEA"
"537400","22752","SET 7 BABUSHKA NESTING BOXES","8","2017-04-09 10:44:00","7.63","13047.0","Belgium","EMEA"
"537401","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2017-03-22 11:59:00","3.54","17809.0","EIRE","EMEA"
"537401","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2017-03-22 11:59:00","2.84","17809.0","EIRE","EMEA"
"537401","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2017-03-22 11:59:00","3.67","17809.0","EIRE","EMEA"
"537402","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2017-04-30 15:52:00","2.6","17809.0","USA","AMER"
"537402","85099B","JUMBO BAG RED RETROSPOT","3","2017-04-30 15:52:00","2.09","17809.0","USA","AMER"
"537402","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2017-04-30 15:52:00","3.5","17809.0","USA","AMER"
"537403","22632","HAND WARMER RED POLKA DOT","2","2017-03-20 16:04:00","1.92","13047.0","Netherlands","EMEA"
"537403","20685","DOORMAT RED RETROSPOT","10","2017-03-20 16:04:00","7.06","13047.0","Netherlands","EMEA"
"537404","85099B","JUMBO BAG RED RETROSPOT","1","2017-04-20 08:59:00","1.89","14096.0","Germany","EMEA"
"537405","22633","HAND WARMER UNION JACK","4","2017-04-28 11:29:00","2.17","17850.0","United Kingdom","EMEA"
"537405","22632","HAND WARMER RED POLKA DOT","8","2017-04-28 11:29:00","1.79","17850.0","United Kingdom","EMEA"
"537405","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2017-04-28 11:29:00","3.83","17850.0","United Kingdom","EMEA"
"537406","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2017-03-14 15:17:00","4.5","15291.0","EIRE","EMEA"
"537406","47566","PARTY BUNTING","7","2017-03-14 15:17:00","4.93","15291.0","EIRE","EMEA"
"537407","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2017-04-03 10:10:00","2.56","17809.0","Netherlands","EMEA"
"537407","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2017-04-03 10:10:00","3.45","17809.0","Netherlands","EMEA"
"537408","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2017-03-19 11:38:00","2.85","12583.0","United Kingdom","EMEA"
"537409","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2017-04-24 15:58:00","3.56","12583.0","Netherlands","EMEA"
"537410","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2017-03-02 10:08:00","3.84","16029.0","USA","AMER"
"537411","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2017-04-29 11:31:00","2.94","16029.0","Spain","EMEA"
"537411","22633","HAND WARMER UNION JACK","5","2017-04-29 11:31:00","1.91","16029.0","Spain","EMEA"
"537411","85099B","JUMBO BAG RED RETROSPOT","1","2017-04-29 11:31:00","1.88","16029.0","Spain","EMEA"
"537412","71053","WHITE METAL LANTERN","1","2017-03-03 11:29:00","3.8","14606.0","Spain","EMEA"
"537412","20685","DOORMAT RED RETROSPOT","4","2017-03-03 11:29:00","7.44","14606.0","Spain","EMEA"
"537413","84406B","CREAM CUPID HEARTS COAT HANGER","9","2017-04-23 09:42:00","2.74","13777.0","Netherlands","EMEA"
"537413","22633","HAND WARMER UNION JACK","4","2017-04-23 09:42:00","2.21","13777.0","Netherlands","EMEA"
"537413","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2017-04-23 09:42:00","3.81","13777.0","Netherlands","EMEA"
"537414","22752","SET 7 BABUSHKA NESTING BOXES","8","2017-03-05 14:26:00","7.92","13047.0","USA","AMER"
"537414","84406B","CREAM CUPID HEARTS COAT HANGER","8","2017-03-05 14:26:00","2.68","13047.0","USA","AMER"
"537415","22752","SET 7 BABUSHKA NESTING BOXES","10","2017-03-20 11:36:00","8.07","14096.0","United Kingdom","EMEA"
"537416","20685","DOORMAT RED RETROSPOT","3","2017-03-27 14:51:00","7.12","15311.0","France","EMEA"
"537417","85099B","JUMBO BAG RED RETROSPOT","5","2017-03-03 14:36:00","1.74","14606.0","United Kingdom","EMEA"
"537417","22752","SET 7 BABUSHKA NESTING BOXES","11","2017-03-03 14:36:00","7.82","14606.0","United Kingdom","EMEA"
"537418","85099B","JUMBO BAG RED RETROSPOT","11","2017-04-19 15:01:00","1.57","13777.0","USA","AMER"
"537418","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2017-04-19 15:01:00","4.27","13777.0","USA","AMER"
"537419","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2017-04-17 09:11:00","4.3","14606.0","Australia","APAC"
"537420","84406B","CREAM CUPID HEARTS COAT HANGER","12","2017-03-16 13:07:00","2.97","12583.0","France","EMEA"
"537420","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2017-03-16 13:07:00","3.75","12583.0","France","EMEA"
"537420","71053","WHITE METAL LANTERN","9","2017-03-16 13:07:00","3.48","12583.0","France","EMEA"
"537421","22633","HAND WARMER UNION JACK","4","2017-03-05 13:18:00","2.05","17809.0","Australia","APAC"
"537421","85099B","JUMBO BAG RED RETROSPOT","11","2017-03-05 13:18:00","1.63","17809.0","Australia","APAC"
"537422","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2017-03-23 16:42:00","2.54","15311.0","Spain","EMEA"
"537422","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2017-03-23 16:42:00","3.68","15311.0","Spain","EMEA"
"537422","22752","SET 7 BABUSHKA NESTING BOXES","1","2017-03-23 16:42:00","7.7","15311.0","Spain","EMEA"
"537423","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2017-04-03 08:39:00","3.64","12583.0","Germany","EMEA"
"537424","71053","WHITE METAL LANTERN","11","2017-04-19 08:22:00","3.59","12583.0","Spain","EMEA"
"537425","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2017-03-25 11:29:00","3.38","12583.0","Netherlands","EMEA"
"537425","22752","SET 7 BABUSHKA NESTING BOXES","6","2017-03-25 11:29:00","8.11","12583.0","Netherlands","EMEA"
"537425","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2017-03-25 11:29:00","3.59","12583.0","Netherlands","EMEA"
"537426","47566","PARTY BUNTING","9","2017-04-01 08:11:00","5.0","17809.0","Germany","EMEA"
"537427","71053","WHITE METAL LANTERN","2","2017-03-07 10:26:00","3.78","16029.0","United Kingdom","EMEA"
"537427","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","8","2017-03-07 10:26:00","3.43","16029.0","United Kingdom","EMEA"
"537428","71053","WHITE METAL LANTERN","5","2017-03-07 14:01:00","3.75","17850.0","France","EMEA"
"537428","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2017-03-07 14:01:00","3.32","17850.0","France","EMEA"
"537428","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2017-03-07 14:01:00","3.8","17850.0","France","EMEA"
"537429","84406B","CREAM CUPID HEARTS COAT HANGER","7","2017-03-14 10:13:00","3.07","12583.0","Belgium","EMEA"
"537429","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2017-03-14 10:13:00","2.49","12583.0","Belgium","EMEA"
"537430","47566","PARTY BUNTING","5","2017-04-18 16:03:00","5.45","17850.0","Germany","EMEA"
"537431","47566","PARTY BUNTING","11","2017-03-18 16:10:00","5.33","17809.0","France","EMEA"
"537432","22752","SET 7 BABUSHKA NESTING BOXES","11","2017-04-10 09:23:00","7.97","14096.0","Spain","EMEA"
"537432","22633","HAND WARMER UNION JACK","5","2017-04-10 09:23:00","2.29","14096.0","Spain","EMEA"
"537432","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2017-04-10 09:23:00","2.45","14096.0","Spain","EMEA"
"537433","84406B","CREAM CUPID HEARTS COAT HANGER","8","2017-03-21 10:50:00","3.03","15311.0","Germany","EMEA"
"537433","22752","SET 7 BABUSHKA NESTING BOXES","10","2017-03-21 10:50:00","7.76","15311.0","Germany","EMEA"
"537433","20685","DOORMAT RED RETROSPOT","7","2017-03-21 10:50:00","7.34","15311.0","Germany","EMEA"
"537434","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2017-04-12 08:14:00","4.33","14606.0","Netherlands","EMEA"
"537435","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2017-04-27 10:14:00","2.92","14096.0","Canada","AMER"
"537435","71053","WHITE METAL LANTERN","12","2017-04-27 10:14:00","3.45","14096.0","Canada","AMER"
"537435","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2017-04-27 10:14:00","3.31","14096.0","Canada","AMER"
"537436","84406B","CREAM CUPID HEARTS COAT HANGER","12","2017-03-18 13:01:00","2.85","12583.0","France","EMEA"
"537436","47566","PARTY BUNTING","2","2017-03-18 13:01:00","4.96","12583.0","France","EMEA"
"537436","22632","HAND WARMER RED POLKA DOT","8","2017-03-18 13:01:00","2.18","12583.0","France","EMEA"
"537437","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2017-03-19 13:05:00","3.74","14606.0","USA","AMER"
"537438","71053","WHITE METAL LANTERN","7","2017-04-02 13:27:00","3.72","15291.0","Germany","EMEA"
"537439","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2017-04-13 10:19:00","3.43","13047.0","Australia","APAC"
"537439","22632","HAND WARMER RED POLKA DOT","3","2017-04-13 10:19:00","2.06","13047.0","Australia","APAC"
"537439","22752","SET 7 BABUSHKA NESTING BOXES","5","2017-04-13 10:19:00","7.77","13047.0","Australia","APAC"
"537440","22632","HAND WARMER RED POLKA DOT","9","2017-03-30 09:21:00","1.84","12583.0","Belgium","EMEA"
"537441","22752","SET 7 BABUSHKA NESTING BOXES","1","2017-03-08 09:33:00","7.66","14096.0","Canada","AMER"
"537441","22633","HAND WARMER UNION JACK","8","2017-03-08 09:33:00","1.79","14096.0","Canada","AMER"
"537441","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2017-03-08 09:33:00","3.5","14096.0","Canada","AMER"
"537442","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2017-04-11 12:01:00","4.7","17809.0","Spain","EMEA"
"537442","71053","WHITE METAL LANTERN","3","2017-04-11 12:01:00","3.49","17809.0","Spain","EMEA"
"537443","84406B","CREAM CUPID HEARTS COAT HANGER","1","2017-03-22 12:09:00","3.22","14606.0","Spain","EMEA"
"537444","85099B","JUMBO BAG RED RETROSPOT","4","2017-03-01 09:04:00","2.01","14606.0","United Kingdom","EMEA"
"537444","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2017-03-01 09:04:00","3.66","14606.0","United Kingdom","EMEA"
"537445","20685","DOORMAT RED RETROSPOT","7","2017-03-17 13:55:00","7.31","12583.0","France","EMEA"
"537445","22633","HAND WARMER UNION JACK","9","2017-03-17 13:55:00","2.19","12583.0","France","EMEA"
"537446","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2017-03-21 12:01:00","3.59","17850.0","Germany","EMEA"
"537446","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2017-03-21 12:01:00","3.41","17850.0","Germany","EMEA"
"537446","84406B","CREAM CUPID HEARTS COAT HANGER","9","2017-03-21 12:01:00","2.76","17850.0","Germany","EMEA"
"537447","22633","HAND WARMER UNION JACK","1","2017-03-22 11:33:00","1.88","15291.0","France","EMEA"
"537447","22752","SET 7 BABUSHKA NESTING BOXES","1","2017-03-22 11:33:00","8.08","15291.0","France","EMEA"
"537447","22633","HAND WARMER UNION JACK","8","2017-03-22 11:33:00","2.14","15291.0","France","EMEA"
"537448","85099B","JUMBO BAG RED RETROSPOT","2","2017-03-01 16:32:00","1.56","16029.0","Canada","AMER"
"537448","71053","WHITE METAL LANTERN","2","2017-03-01 16:32:00","3.77","16029.0","Canada","AMER"
"537449","22633","HAND WARMER UNION JACK","9","2017-04-11 11:46:00","2.12","14096.0","France","EMEA"
"537449","85099B","JUMBO BAG RED RETROSPOT","1","2017-04-11 11:46:00","1.57","14096.0","France","EMEA"
"537450","47566","PARTY BUNTING","4","2017-03-06 12:01:00","5.31","16029.0","United Kingdom","EMEA"
"537450","20685","DOORMAT RED RETROSPOT","12","2017-03-06 12:01:00","7.23","16029.0","United Kingdom","EMEA"
"537450","22632","HAND WARMER RED POLKA DOT","6","2017-03-06 12:01:00","1.82","16029.0","United Kingdom","EMEA"
"537451","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2017-03-11 15:12:00","3.37","15291.0","Canada","AMER"
"537451","47566","PARTY BUNTING","11","2017-03-11 15:12:00","5.04","15291.0","Canada","AMER"
"537452","47566","PARTY BUNTING","12","2017-04-16 12:18:00","5.28","15311.0","Spain","EMEA"
"537452","85099B","JUMBO BAG RED RETROSPOT","8","2017-04-16 12:18:00","2.1","15311.0","Spain","EMEA"
"537453","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2017-04-26 09:54:00","2.99","15291.0","Spain","EMEA"
"537454","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2017-03-20 14:14:00","4.2","17809.0","Belgium","EMEA"
"537454","47566","PARTY BUNTING","10","2017-03-20 14:14:00","5.3","17809.0","Belgium","EMEA"
"537455","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2017-03-24 12:46:00","3.86","17809.0","Spain","EMEA"
"537455","22633","HAND WARMER UNION JACK","2","2017-03-24 12:46:00","1.78","17809.0","Spain","EMEA"
"537456","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","2017-03-08 15:28:00","2.76","17850.0","Australia","APAC"
"537456","20685","DOORMAT RED RETROSPOT","3","2017-03-08 15:28:00","7.12","17850.0","Australia","APAC"
"537457","47566","PARTY BUNTING","2","2017-03-25 13:35:00","4.96","14096.0","Spain","EMEA"
"537457","85099B","JUMBO BAG RED RETROSPOT","9","2017-03-25 13:35:00","1.83","14096.0","Spain","EMEA"
"537457","71053","WHITE METAL LANTERN","10","2017-03-25 13:35:00","3.56","14096.0","Spain","EMEA"
"537458","22632","HAND WARMER RED POLKA DOT","5","2017-03-30 14:30:00","2.27","16029.0","Belgium","EMEA"
"537458","85099B","JUMBO BAG RED RETROSPOT","3","2017-03-30 14:30:00","2.03","16029.0","Belgium","EMEA"
"537459","20685","DOORMAT RED RETROSPOT","4","2017-03-07 09:39:00","7.11","14096.0","Netherlands","EMEA"
"537460","85099B","JUMBO BAG RED RETROSPOT","1","2017-03-15 15:03:00","1.71","14096.0","Spain","EMEA"
"537460","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2017-03-15 15:03:00","3.54","14096.0","Spain","EMEA"
"537460","20685","DOORMAT RED RETROSPOT","2","2017-03-15 15:03:00","7.46","14096.0","Spain","EMEA"
"537461","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2017-03-05 13:24:00","3.78","15291.0","United Kingdom","EMEA"
"537461","20685","DOORMAT RED RETROSPOT","3","2017-03-05 13:24:00","7.04","15291.0","United Kingdom","EMEA"
"537461","47566","PARTY BUNTING","3","2017-03-05 13:24:00","4.91","15291.0","United Kingdom","EMEA"
"537462","22633","HAND WARMER UNION JACK","8","2017-03-08 08:24:00","1.9","16029.0","United Kingdom","EMEA"
"537463","85099B","JUMBO BAG RED RETROSPOT","6","2017-04-20 08:30:00","1.8","15311.0","United Kingdom","EMEA"
"537463","71053","WHITE METAL LANTERN","2","2017-04-20 08:30:00","3.42","15311.0","United Kingdom","EMEA"
"537463","85099B","JUMBO BAG RED RETROSPOT","12","2017-04-20 08:30:00","1.93","15311.0","United Kingdom","EMEA"
"537464","22633","HAND WARMER UNION JACK","5","2017-03-27 10:26:00","2.21","17850.0","Spain","EMEA"
"537465","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2017-04-14 13:20:00","3.6","14606.0","Australia","APAC"
"537466","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2017-03-29 14:39:00","4.36","17809.0","Canada","AMER"
"537466","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2017-03-29 14:39:00","4.56","17809.0","Canada","AMER"
"537467","85099B","JUMBO BAG RED RETROSPOT","7","2017-04-16 14:50:00","1.98","14606.0","United Kingdom","EMEA"
"537468","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2017-04-21 10:59:00","2.58","15311.0","United Kingdom","EMEA"
"537468","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2017-04-21 10:59:00","3.0","15311.0","United Kingdom","EMEA"
"537468","47566","PARTY BUNTING","1","2017-04-21 10:59:00","5.15","15311.0","United Kingdom","EMEA"
"537469","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2017-03-17 09:48:00","3.31","16029.0","Australia","APAC"
"537469","22632","HAND WARMER RED POLKA DOT","4","2017-03-17 09:48:00","1.77","16029.0","Australia","APAC"
"537469","20685","DOORMAT RED RETROSPOT","11","2017-03-17 09:48:00","7.14","16029.0","Australia","APAC"
"537470","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2017-03-27 12:53:00","4.2","13777.0","USA","AMER"
"537470","84406B","CREAM CUPID HEARTS COAT HANGER","10","2017-03-27 12:53:00","2.96","13777.0","USA","AMER"
"537470","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2017-03-27 12:53:00","3.42","13777.0","USA","AMER"
"537471","22633","HAND WARMER UNION JACK","11","2017-03-29 08:01:00","2.2","14096.0","Germany","EMEA"
"537471","71053","WHITE METAL LANTERN","12","2017-03-29 08:01:00","3.81","14096.0","Germany","EMEA"
"537472","20685","DOORMAT RED RETROSPOT","2","2017-03-02 10:52:00","7.3","15291.0","Netherlands","EMEA"
"537472","22632","HAND WARMER RED POLKA DOT","4","2017-03-02 10:52:00","1.91","15291.0","Netherlands","EMEA"
"537473","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2017-04-22 11:34:00","2.8","17850.0","Canada","AMER"
"537473","22752","SET 7 BABUSHKA NESTING BOXES","2","2017-04-22 11:34:00","7.67","17850.0","Canada","AMER"
"537473","47566","PARTY BUNTING","12","2017-04-22 11:34:00","4.92","17850.0","Canada","AMER"
"537474","71053","WHITE METAL LANTERN","1","2017-04-08 11:06:00","3.43","14096.0","Australia","APAC"
"537475","47566","PARTY BUNTING","10","2017-03-11 14:30:00","4.97","17850.0","United Kingdom","EMEA"
